state,source,window_from,window_to,license,event,name,city,last_status,issued,detail,relicense_of,nonresident,chain
IL,pharm-il,2026-09-19,2026-09-26,054017601,status_change,OPTUM PHARMACY 705 LLC,COLUMBUS,,2012-01-31,ACTIVE -> CHANGE OF OWNERSHIP,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054018089,status_change,OPTUM PHARMACY 705 LLC,FRANKLIN,,2013-02-14,ACTIVE -> CHANGE OF OWNERSHIP,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054018322,status_change,ADVANCED PHARMACY LLC,GREENVILLE,,2014-04-24,INOPERATIVE -> ACTIVE,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054020033,status_change,OPTUM PHARMACY 801 INC,PHOENIX,,2017-01-03,CHANGE OF OWNERSHIP -> CLOSED,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054021567,status_change,OPTUM PHARMACY 701 LLC,WOODINVILLE,,2020-05-14,ACTIVE -> CHANGE OF OWNERSHIP,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054021678,status_change,OPTUM PHARMACY 700 LLC,OVIEDO,,2020-08-26,ACTIVE -> CHANGE OF OWNERSHIP,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054022169,status_change,OPTUM PHARMACY 701 LLC,CHARLOTTE,,2022-02-23,ACTIVE -> CHANGE OF OWNERSHIP,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023038,status_change,OPTUM PHARMACY 700 LLC,PINE BROOK,,2025-04-24,ACTIVE -> CHANGE OF OWNERSHIP,,Y,chain
IL,pharm-il,2026-09-19,2026-09-26,054023166,status_change,HORIZON HEALTH PHARMACY LLC,SAINT LOUIS,,2025-07-21,ACTIVE -> CLOSED,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054023167,status_change,ARTISAN DRUG INC,PLANO,,2025-05-30,INOPERATIVE -> CHANGE OF OWNERSHIP,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054023185,status_change,"ASPN PHARMACIES 3, LLC",SCOTTSDALE,,2025-09-03,ACTIVE -> CHANGE OF OWNERSHIP,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054023384,status_change,"ASPN PHARMACIES 2, LLC",TREVOSE,,2026-02-03,INOPERATIVE -> ACTIVE,,Y,other
IL,pharm-il,2026-09-19,2026-09-26,054023392,status_change,OPTUM INFUSION SERVICES 308 LLC,CHANDLER,,2026-01-08,ACTIVE -> CHANGE OF OWNERSHIP,,Y,chain
MA,pharm-ma,2026-09-19,2026-09-26,DS100515,appear,NeighborHealth Pharmacy - South End,Boston,,2026-09-21,issued=2026-09-21,,,other
WV,pharm-wv,2026-09-19,2026-09-26,EP0553440,disappear,ResCare-East View Group Home,Terra Alta,Active,,last_status=Active,,,other
WV,pharm-wv,2026-09-19,2026-09-26,MO0562376,disappear,"ReShapeRx Houston, LLC",Houston,Active,,last_status=Active,,Y,other
WV,pharm-wv,2026-09-19,2026-09-26,MO0562343,appear,"Vidrine Pharmaceutical Group, LLC",Lake Charles,,,,,Y,other
WV,pharm-wv,2026-09-19,2026-09-26,MO0562397,appear,GEISINGER PHARMACY LLC,Elysburg,,,,,Y,other
CO,pharm-co,2026-09-19,2026-09-26,1680000335,name_change,National Jewish Health Mail Order Pharmacy,Denver,,2026-09-16,National Jewish Health Center Mail Order Pharmacy -> National Jewish Health Mail Order Pharmacy,,,other
CO,pharm-co,2026-09-19,2026-09-26,560000025,status_change,Walgreen Pharmacy # 09244,Greeley,,1988-01-01,Active -> Active - With Conditions,,,chain
CO,pharm-co,2026-09-19,2026-09-26,630,status_change,"CVS Pharmacy, Inc. dba CVS/pharmacy #17142",Denver,,2005-09-26,Active -> Active - With Conditions,,,chain
CT,pharm-ct-in,2026-09-19,2026-09-26,PCY.0002537,appear,"GRADE A MARKET OF SOUTH DANBURY, LLC",DANBURY,,2026-09-24,issued=2026-09-24,,,other
CT*,pharm-ct-out,2026-09-19,2026-09-26,PCN.0004522,relist,SOUTHWEST FLORIDA INFUSION CARE INC,WELLINGTON,,2026-03-26,issued=2026-03-26 predates the earlier snapshot by >90d (renewal re-listing),,Y,other
CT*,pharm-ct-out,2026-09-19,2026-09-26,PCN.0004372,name_change,SUNRISE RX LLC,EAST PATCHOGUE,,2025-03-27,SUNRISE RX INC -> SUNRISE RX LLC,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A4-0013366,appear,FarmaKeio Outsourcing,SOUTHLAKE,,2026-09-18,issued=2026-09-18,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A4-0013367,appear,KNOA PHARMACEUTICALS LLC,WILSON,,2026-09-22,issued=2026-09-22,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A9-0013381,appear,North American Custom Laboratories,SOUTHLAKE,,2026-09-18,issued=2026-09-18,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A9-0013382,appear,FarmaKeio AR,CONWAY,,2026-09-18,issued=2026-09-18,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A9-0013383,appear,"Wellgistics Pharmacy, LLC dba Wellgistics Hub",LAKELAND,,2026-09-22,issued=2026-09-22,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A9-0013384,appear,"Praxis Specialty Pharmacy, LLC",TAMPA,,2026-09-23,issued=2026-09-23,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A4-0001407,status_change,Knoa Pharmaceuticals LLC,WILSON,,2006-09-13,Active -> Closed,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A4-0001407,name_change,Knoa Pharmaceuticals LLC,WILSON,,2006-09-13,Purdue Pharmaceuticals L.P. -> Knoa Pharmaceuticals LLC,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A4-0012924,status_change,FarmaKeio Outsourcing,SOUTHLAKE,,2022-02-24,Active -> Closed,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A4-0013065,name_change,Granules Consumer Health LLC,MANASSAS,,2023-04-21,Granules Consumer Health Inc. -> Granules Consumer Health LLC,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A9-0001889,status_change,Praxis RX Pharmacy,TAMPA,,2016-08-25,Active -> Closed,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A9-0012591,status_change,North American Custom Laboratories,RICHARDSON,,2020-12-30,Active -> Closed,,Y,other
DE,pharm-de,2026-09-19,2026-09-26,A9-0013319,status_change,FarmaKeio AR,CONWAY,,2026-04-15,Active -> Closed,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12179,disappear,K PHARMACY LLC,ARMONK,Active,2021-10-06,last_status=Active,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12932,appear,ELITE CARE PHARMACY LLC,HOCKLEY,,2026-09-21,issued=2026-09-21,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12933,appear,KAZMIRA PHARMACY,WATKINS,,2026-09-21,issued=2026-09-21,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12934,appear,QUICK MEDS DIRECT LLC DBA QMD PHARMACY,ARMONK,,2026-09-21,issued=2026-09-21,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12935,appear,EVEREST PHARMACY & MEDICAL SUPPLY,MISSOURI CITY,,2026-09-23,issued=2026-09-23,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12936,appear,CVS PHARMACY  INC. DBA CVS PHARMACY #11604,ENGLEWOOD,,2026-09-23,issued=2026-09-23,,Y,chain
RI,pharm-ri,2026-09-19,2026-09-26,PHN12937,appear,TRUPHARMA RX,SUNRISE,,2026-09-23,issued=2026-09-23,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12938,appear,BELLEAIR PHARMACY AND COMPOUNDING,BELLEAIR BLUFFS,,2026-09-23,issued=2026-09-23,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12939,appear,OPTUM PHARMACY 701  LLC,CHARLOTTE,,2026-09-23,issued=2026-09-23,,Y,chain
RI,pharm-ri,2026-09-19,2026-09-26,PHN12940,appear,ABSOLUTE PHARMACY  LLC,LUTZ,,2026-09-23,issued=2026-09-23,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12941,appear,OAKDELL COMPOUNDING PHARMACY LLC,SAN ANTONIO,,2026-09-24,issued=2026-09-24,,Y,other
RI,pharm-ri,2026-09-19,2026-09-26,PHN12942,appear,OPTUM RX  INC.,JACKSONVILLE,,2026-09-24,issued=2026-09-24,,Y,chain
RI,pharm-ri,2026-09-19,2026-09-26,PHA00574,name_change,WALGREENS SPECIALTY PHARMACY #15538,PROVIDENCE,,2015-04-28,WALGREENS #15538 -> WALGREENS SPECIALTY PHARMACY #15538,,,chain
FL,pharm-fl,2026-09-19,2026-09-26,PH36695,appear,REMEDY MART PHARMACY INC.,BRONX,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36696,appear,"BAPTIST HOSPITAL MIAMI, INC.",BOYNTON BEACH,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36697,appear,Polk South County Jail,FROSTPROOF,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36698,appear,Q PHARMACY LLC,JUPITER,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36699,appear,"Diverse Rx, LLC",HIALEAH GARDENS,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36700,appear,Polk Central County Jail,BARTOW,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36701,appear,2355 2nd Avenue NYS LLC,NEW YORK CITY,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36702,appear,"Healthy Choice Compounding, LLC",ELMSFORD,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36703,appear,Allaymeds Inc,SAN ANTONIO,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36704,appear,Samaritan Medical Center,WATERTOWN,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36705,appear,RESHAPE RX CHICAGO LLC,NORTHBROOK,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36706,appear,"Jacksonville Ambulatory Surgery Center, LLC",SAINT JOHNS,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH36707,appear,"Baptist Outpatient Services, Inc",MIAMI LAKES,,,,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH17712,status_change,"UNIVERSAL KIDNEY CENTER OF BOYNTON BEACH, INC",BOYNTON BEACH,,,Clear -> Closed,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH31153,status_change,TITA HEALTHCARE INC,TAMPA,,,Clear -> Closed,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH32603,status_change,"DMBA UNITED, LLC",HOLLYWOOD,,,Clear -> Closed,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH33570,status_change,TITA PHARMA LLC,SAINT PETERSBURG,,,Clear -> Closed,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH34016,status_change,URP LAKE WORTH,LAKE WORTH,,,Clear -> Closed,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH34637,status_change,"URP BEHAVIORAL HEALTH, LLC",RIVIERA BEACH,,,Clear -> Closed,,,other
FL,pharm-fl,2026-09-19,2026-09-26,PH35789,status_change,"Vibrix Pharmacy, LLC",LINDON,,,Clear -> Closed,,,other
NV,pharm-nv,2026-09-19,2026-09-26,PH04859,appear,Carson Tahoe Pharmacy,Carson City,,2026-09-23,issued=2026-09-23,,,other
NV,pharm-nv,2026-09-19,2026-09-26,PH02128,name_change,"Dragonfly Health Rx, Inc.",Sharon Hill,,2006-03-06,"ENCLARA PHARMACIA, INC. -> Dragonfly Health Rx, Inc.",,Y,other
NV,pharm-nv,2026-09-19,2026-09-26,PH04493,status_change,Willow Springs Center Pharmacy,Reno,,2023-06-06,Active -> Closed,,,other
